,id,address,price,type,bed,sqft,walk,transit,bike,zipcode
239,35,"7655 S Braeswood Blvd APT 38, Houston, TX 77071",188000,Townhouse,2,1559,53,45,59,77071
240,72,"2511 Ohsfeldt St UNIT B, Houston, TX 77008",439000,Single family residence,3,2189,58,34,67,77008
241,0,"17109 Wilthorne Colony Ct, Houston, TX 77084",278000,Single family residence,3,1834,43,0,44,77084
242,0,"5629 Azores, Houston, TX 77091",355900,Single family residence,3,1735,4,29,26,77091
243,0,"7011 Buffkin Ln, Houston, TX 77069",514000,Single family residence,5,4025,9,0,40,77069
244,62,"4969 Brinkman St, Houston, TX 77018",434900,Single family residence,3,1857,42,44,40,77018
245,39,"9715 Kindletree Dr, Houston, TX 77040",325000,Single family residence,4,2646,22,0,41,77040
246,0,"3410 Woodbriar Dr, Houston, TX 77068",300000,Single family residence,4,2626,9,0,39,77068
247,0,"15639 Sierra Valle Dr, Houston, TX 77083",290000,Single family residence,3,1876,18,21,35,77083
248,71,"2118 Lazybrook Dr, Houston, TX 77008",735000,Ranch,3,1876,63,36,53,77008
249,30,"6528 Couch St, Houston, TX 77091",374900,Single family residence,4,2038,34,39,35,77091
250,65,"1524 Ojeman Rd C, Houston, TX 77055",399999,Single family residence,3,1558,59,34,52,77055
251,54,"2107 Pueblito Dr, Houston, TX 77077",469990,Single family residence,3,2364,72,45,62,77077
252,13,"1724 Wellington St, Houston, TX 77093",409000,Single family residence,4,2201,16,23,31,77093
253,23,"12206 Wild Pine Dr UNIT D, Houston, TX 77039",125000,Townhouse,3,1574,25,30,40,77039
254,62,"4785 Summit St, Houston, TX 77018",434900,Single family residence,3,1861,45,48,49,77018
255,0,"7454 Navidad Rd, Houston, TX 77083",250000,Single family residence,5,1260,9,18,28,77083
256,77,"18043 Starboard Dr, Houston, TX 77058",235000,Townhouse,2,2524,23,0,36,77058
257,0,"16110 Kintyre Point Rd, Houston, TX 77095",374900,Single family residence,4,2421,8,0,28,77095
258,0,"22411 Kenchester Dr, Houston, TX 77073",299900,Single family residence,3,1872,4,23,27,77073
259,0,"15322 Paladora Dr, Houston, TX 77083",291500,Single family residence,3,2625,27,22,34,77083
260,32,"910 Centerwood Dr, Houston, TX 77013",215000,Single family residence,3,1416,52,29,56,77013
261,45,"6620 Loma Vista St A, Houston, TX 77085",298000,Duplex,3,1807,19,12,31,77085
262,5,"5210 Longmeadow St A-B, Houston, TX 77033",370000,Duplex,3,2340,24,36,54,77033
263,5,"5430 Heron Dr, Houston, TX 77033",515000,Duplex,6,2831,41,44,40,77033
264,9,"8643 Sunderland Rd, Houston, TX 77028",369000,Duplex,3,2300,58,40,54,77028
265,39,"7200 T C Jester Blvd 2401-04, Houston, TX 77088",310000,Quadruplex,3,3751,31,24,46,77088
266,0,"12830 Magic Dr, Houston, TX 77039",420000,Quadruplex,4,3570,44,34,43,77039
267,87,"4503 Austin St, Houston, TX 77004",650000,Duplex,3,2896,89,66,82,77004
268,31,"2410 Truxillo St, Houston, TX 77004",599990,Triplex,3,3514,77,53,83,77004
269,32,"13347 Indianapolis St, Houston, TX 77015",214900,Duplex,4,1518,56,34,49,77015
270,85,"6126 Tyne St, Houston, TX 77007",385000,Duplex,2,1430,62,39,52,77007
271,17,"6813 Liverpool St, Houston, TX 77021",499999,Duplex,3,2590,58,43,52,77021
272,15,"1517 Collins Rd, Houston, TX 77093",289900,Triplex,3,2948,4,15,27,77093
273,27,"9806 Springbrook Dr, Houston, TX 77041",310000,Duplex,3,2466,29,26,47,77041
274,46,"3510 & 3512 Nagle St, Houston, TX 77004",315000,Duplex,4,1114,71,52,88,77004
275,0,"2934 Bertrand St, Houston, TX 77093",525000,Quadruplex,6,5180,21,24,38,77093
276,56,"9410 Derrik Dr, Houston, TX 77080",380000,Duplex,4,2257,58,27,62,77080
277,31,"2909 Cleburne St, Houston, TX 77004",500000,Duplex,2,2046,67,52,76,77004
278,19,"2306 Fennell St APT 4, Houston, TX 77012",350000,Quadruplex,--,1728,59,34,46,77012
279,10,"7301 Sherman St 6, Houston, TX 77011",599900,Multi family,1,2220,73,49,70,77011
280,78,"1920 Kipling St, Houston, TX 77098",899888,Duplex,4,2102,93,51,79,77098
281,15,"3814 Fulton St, Houston, TX 77009",270000,Multi family,1,--,75,57,60,77009
282,7,"2315 Chew St, Houston, TX 77020",290000,Multi family,4,835,58,50,64,77020
283,2,"3921 & 3923 Melbourne St, Houston, TX 77026",325000,Multi family,2,2217,32,55,37,77026
284,3,"6612 Haight St, Houston, TX 77028",369000,Duplex,3,2300,13,32,28,77028
285,31,"2518 Cleburne St, Houston, TX 77004",1749900,Duplex,4,3096,69,50,79,77004
286,25,"7608 E Magnolia St, Houston, TX 77012",359000,Duplex,3,1944,43,34,51,77012
287,26,"3520 Broadway St, Houston, TX 77017",575000,Multi family,3,3797,70,37,50,77017
288,63,"4322 & 4326 Alconbury Ln 4-1-8, Houston, TX 77021",1399980,Quadruplex,--,3120,54,54,80,77021
289,4,"826 Hahlo St, Houston, TX 77020",469999,Duplex,3,2252,70,50,67,77020
290,22,"4326 Larkspur St 1-4, Houston, TX 77051",549900,Quadruplex,2,3564,53,45,53,77051
291,2,"7003 Hoffman St, Houston, TX 77028",380000,Triplex,2,1092,30,36,52,77028
292,78,"606 Avondale St, Houston, TX 77006",850000,Duplex,3,3162,90,61,76,77006
293,63,"2407 Southmore Blvd 3, Houston, TX 77004",620000,Multi family,--,1716,66,49,71,77004
294,13,"4406-4406 E Tidwell Rd, Houston, TX 77093",399999,Duplex,3,2700,40,42,38,77093
295,78,"4320 Jack St, Houston, TX 77006",850000,Duplex,5,2368,80,72,72,77006
296,13,"4406-4406 Tidwell Rd B, Houston, TX 77093",399999,Duplex,3,2700,40,42,38,77093
297,15,"26 Farrell St APT 10, Houston, TX 77022",974888,Multi family,1,6826,62,58,50,77022
298,37,"514 Martin St, Houston, TX 77018",1500000,Multi family,4,3542,61,49,51,77018
299,13,"4406-4406 Tidwell Rd D, Houston, TX 77093",399999,Duplex,3,2700,40,42,38,77093
300,58,"12410 Palmway St, Houston, TX 77034",187000,Duplex,4,1838,32,0,40,77034
301,61,"11102 Burdine St, Houston, TX 77096",412000,Single family residence,3,2000,42,38,41,77096
302,45,"13326 Montclair Point Ct, Houston, TX 77047",235000,Single family residence,3,1560,19,26,30,77047
303,85,"1513 Reinerman St, Houston, TX 77007",449000,Townhouse,3,2520,84,45,52,77007
304,0,"14622 Sweetwater View Dr, Houston, TX 77047",225000,Single family residence,4,1295,19,0,55,77047
305,39,"5834 Par Four Dr, Houston, TX 77088",195000,Single family residence,3,1628,64,37,70,77088
306,85,"2508 Sherwin St, Houston, TX 77007",459000,Single family residence,3,2375,41,38,42,77007
307,64,"1118 Glourie Dr, Houston, TX 77055",1030000,Single family residence,3,2268,56,34,58,77055
308,69,"1719 Tuam St, Houston, TX 77004",285000,Townhouse,2,1216,76,71,65,77004
309,61,"10710 Oasis Dr, Houston, TX 77096",430000,Single family residence,3,1761,41,38,41,77096
310,14,"7510 Hornwood Dr APT 1303, Houston, TX 77036",115000,Condominium,2,1137,72,48,51,77036
311,14,"6822 Roos Rd, Houston, TX 77074",275000,Single family residence,3,1704,44,51,45,77074
312,69,"12 Hyde Park Blvd UNIT 5, Houston, TX 77006",245000,Townhouse,2,1105,91,71,69,77006
313,78,"1614 Hazel St, Houston, TX 77006",639900,Single family residence,3,2864,87,53,68,77006
314,30,"5819 Francis Oak Pl, Houston, TX 77091",384900,Single family residence,3,1842,7,31,27,77091
315,76,"2657 Marilee Ln, Houston, TX 77057",144900,Townhouse,2,1088,69,50,50,77057
316,14,"6000 Reims Rd APT 2406, Houston, TX 77036",165000,Townhouse,2,1640,52,45,52,77036
317,44,"7447 Cambridge St APT 73, Houston, TX 77054",249000,Townhouse,2,1556,51,54,66,77054
318,80,"1823 Mountain Aspen Ln, Kingwood, TX 77345",475000,Single family residence,4,3143,3,0,27,77345
319,79,"1802 Gillette St, Houston, TX 77019",335000,Townhouse,2,1443,85,69,64,77019
320,64,"1707 Red Oak Point Dr, Houston, TX 77055",610000,Single family residence,3,2826,74,36,64,77055
321,0,"11611 Parkriver Dr, Houston, TX 77070",379000,Single family residence,4,2738,15,0,54,77070
322,30,"2138 Deerhurst Ln, Houston, TX 77088",385000,Single family residence,4,2662,7,29,33,77088
323,0,"13915 Honey Bee Ct, Houston, TX 77039",99900,Single family residence,5,2616,7,31,28,77039
324,23,"5203 Piedmont St A, Houston, TX 77016",295000,Duplex,3,1960,16,26,46,77016
325,69,"2000 Bagby St APT 5406, Houston, TX 77002",364000,Condominium,1,1648,89,83,56,77002
326,80,"3626 Cape Forest Dr, Kingwood, TX 77345",389500,Single family residence,3,2486,54,23,53,77345
327,0,"16310 Salinas Ln, Houston, TX 77095",290000,Single family residence,4,2316,4,0,27,77095
328,76,"2006 Potomac Dr APT D, Houston, TX 77057",439000,Townhouse,3,2676,75,35,50,77057
329,67,"915 Franklin St UNIT 9H, Houston, TX 77002",299500,Condominium,1,1025,95,87,76,77002
330,30,"5403 Yorkdale Dr, Houston, TX 77091",175000,Single family residence,3,1315,18,31,63,77091
331,71,"7159 Crystal Way, Houston, TX 77036",289000,Single family residence,3,1648,46,38,42,77036
332,7,"3926 Farmer St, Houston, TX 77020",189990,Triplex,6,1420,37,44,67,77020
333,0,"15855 Granite Mountain Trl, Houston, TX 77049",274900,Single family residence,3,1733,27,0,32,77049
334,0,"10403 Rippling Fields Dr, Houston, TX 77064",245000,Single family residence,4,2160,34,0,37,77064
335,76,"3525 Sage Rd APT 1502, Houston, TX 77056",164900,Condominium,1,794,61,55,47,77056
336,34,"13238 Rustic Garden Dr, Houston, TX 77083",319500,Single family residence,3,1999,29,44,39,77083
337,0,"14420 Walters Rd UNIT 31, Houston, TX 77014",250000,Townhouse,3,1659,80,33,50,77014
338,76,"661 Bering Dr UNIT 104, Houston, TX 77057",160000,Condominium,2,1287,56,36,56,77057
339,66,"11306 Pecan Creek Dr, Houston, TX 77043",557000,Ranch,4,2390,39,27,47,77043
340,9,"12019 Coral Reef Dr, Houston, TX 77044",107000,Manufactured home,3,1140,23,9,33,77044
341,66,"1437 Wisterwood Dr, Houston, TX 77043",324900,Single family residence,3,1476,52,41,68,77043
342,30,"6819 Tuskegee St, Houston, TX 77091",285000,Single family residence,3,1505,41,42,40,77091
343,0,"10658 Memorial Dr, Houston, TX 77024",5950000,Single family residence,6,8296,6,22,26,77024
344,0,"5621 Savyon Dr, Houston, TX 77091",449000,Single family residence,4,2300,4,29,26,77091
345,15,"531 Cool Spring Dr, Houston, TX 77037",189000,Single family residence,3,1045,44,37,46,77037
346,58,"12638 Sandy Hook Dr, Houston, TX 77089",205000,Single family residence,3,1141,47,21,36,77089
347,0,"5608 Azores, Houston, TX 77091",359900,Single family residence,3,1827,4,29,26,77091
348,0,"5610 Azores, Houston, TX 77091",359900,Single family residence,3,1827,4,29,26,77091
349,0,"5632 Azores, Houston, TX 77091",355900,Single family residence,3,1735,4,29,26,77091
350,15,"6721 Parker Grove Ln, Houston, TX 77076",309900,Single family residence,3,1772,45,42,43,77076
351,30,"967 Lucky St, Houston, TX 77088",325000,Single family residence,4,1776,34,43,37,77088
352,0,"10319 White Fir Villa Ave, Houston, TX 77044",239500,Single family residence,4,1460,8,0,26,77044
353,0,"16539 Rock East Dr, Houston, TX 77073",230000,Single family residence,3,1470,11,27,29,77073
354,6,"10211 Sugar Branch Dr APT 318, Houston, TX 77036",54000,Townhouse,1,784,46,43,42,77036
355,0,"5634 Azores, Houston, TX 77091",359900,Single family residence,3,1735,4,29,26,77091
356,0,"8131 Brinkworth Ln, Houston, TX 77070",285000,Single family residence,4,2272,37,27,43,77070
357,77,"14823 Sparkling Bay Ln, Houston, TX 77062",669000,Single family residence,4,3766,22,0,31,77062
358,86,"3400 Timmons Ln 13, Houston, TX 77027",175000,Townhouse,2,844,74,47,52,77027
359,85,"5313 Lillian St, Houston, TX 77007",475000,Single family residence,3,2355,85,47,59,77007
360,0,"5616 Azores, Houston, TX 77091",355900,Single family residence,3,1827,4,29,26,77091
361,0,"5614 Azores, Houston, TX 77091",355900,Single family residence,3,1827,4,29,26,77091
362,49,"8006 Winthrop St, Houston, TX 77075",239000,Single family residence,3,1620,37,0,40,77075
363,17,"7101 Foster St B, Houston, TX 77021",249500,Duplex,3,1225,50,45,45,77021
364,34,"9700 Leawood Blvd 2/202, Houston, TX 77099",104500,Townhouse,2,1068,62,39,41,77099
365,70,"2103 Pueblito Dr, Houston, TX 77077",479990,Single family residence,3,2414,72,45,62,77077
366,58,"12166 Beamer Rd, Houston, TX 77089",205000,Townhouse,3,2030,57,28,42,77089
367,0,"8418 Twin Lamps Ln, Houston, TX 77064",195000,Single family residence,3,1878,24,36,54,77064
368,7,"2004 Worms St, Houston, TX 77020",320000,Single family residence,2,1637,31,44,59,77020
369,82,"10851 Pepper Ln, Houston, TX 77079",725000,Single family residence,4,2907,48,29,45,77079
370,0,"5431 Olympia Fields Ln, Houston, TX 77069",497500,Single family residence,5,3899,36,28,40,77069
371,83,"15002 Cozy Hollow Ln, Houston, TX 77044",425000,Single family residence,4,3407,22,0,33,77044
372,62,"948 Fisher St D, Houston, TX 77018",479900,Single family residence,3,2177,54,38,60,77018
373,0,"10922 W Early Dusk Cir, Houston, TX 77044",282900,Single family residence,4,2379,0,0,25,77044
374,72,"400 Cordell St, Houston, TX 77009",1000000,Single family residence,3,2945,74,53,57,77009
375,58,"11731 Tierra Palms Ct, Houston, TX 77034",269999,Single family residence,6,2400,23,10,36,77034
376,84,"3001 Inwood Dr, Houston, TX 77019",16500000,Single family residence,6,13630,37,45,44,77019
377,62,"903 Lehman St C, Houston, TX 77018",434900,Single family residence,3,1857,42,44,40,77018
378,62,"903 Lehman St A, Houston, TX 77018",434900,Single family residence,3,1857,42,44,40,77018
379,70,"12427 Shadowvale Dr, Houston, TX 77082",447000,Single family residence,4,3374,48,39,27,77082
380,0,"17323 Dakota Ridge Dr, Houston, TX 77095",379000,Single family residence,5,2797,48,0,42,77095
381,34,"4163 Wildacres Dr, Houston, TX 77072",250000,Single family residence,4,2208,38,31,43,77072
382,78,"1010 Rosine St APT 201, Houston, TX 77019",282000,Condominium,2,1129,86,52,76,77019
383,85,"6505 Taggart St B, Houston, TX 77007",1295000,Single family residence,3,3581,61,39,53,77007
384,0,"15018 Carols Way Dr, Houston, TX 77070",299999,Single family residence,4,2194,20,0,54,77070
385,0,"13910 Hunters Cove Ct, Houston, TX 77039",225000,Single family residence,3,1700,3,32,28,77039
386,0,"12003 Cyprus Fld, Houston, TX 77070",285000,Single family residence,3,1994,71,0,46,77070
387,78,"1728 Park St, Houston, TX 77019",849000,Townhouse,3,3188,85,51,67,77019
388,37,"4514 Old Yale St C, Houston, TX 77018",395000,Single family residence,3,1554,48,45,71,77018
389,62,"803 Martin Rd C, Houston, TX 77018",439900,Single family residence,3,1732,39,47,43,77018
390,58,"10015 Lizette Ct, Houston, TX 77075",450000,Single family residence,4,2780,51,26,40,77075
391,58,"10850 Nellsfield Ln, Houston, TX 77075",250000,Single family residence,3,1565,20,0,32,77075
392,35,"10100 S Gessner Rd APT 703, Houston, TX 77071",80000,Townhouse,1,684,56,40,60,77071
393,67,"2323 Polk St APT 201, Houston, TX 77003",274000,Townhouse,1,1333,77,85,70,77003
394,0,"2111 Mountain Ranch Dr, Houston, TX 77049",249000,Single family residence,3,1794,10,0,27,77049
395,40,"2910 Aspen Park Ln, Houston, TX 77084",415000,Single family residence,6,3601,23,0,54,77084
396,35,"11834 Lelda Ln, Houston, TX 77071",254900,Single family residence,4,1820,37,41,37,77071
397,85,"5239 Kiam St, Houston, TX 77007",425000,Single family residence,3,1032,57,40,68,77007
398,35,"12018 Villa Lea Ln, Houston, TX 77071",275000,Single family residence,3,1939,17,44,34,77071
399,80,"5606 Woodland Creek Dr, Kingwood, TX 77345",400000,Single family residence,4,2539,4,0,34,77345
400,0,"3423 Woodbriar Dr, Houston, TX 77068",399900,Single family residence,5,3225,12,0,34,77068
401,0,"18222 Wild Oak Dr, Houston, TX 77090",235000,Single family residence,3,1598,4,14,32,77090
402,45,"15007 Bathurst Dr, Houston, TX 77053",135000,Single family residence,3,1247,35,43,35,77053
403,32,"10718 Garrick Ln, Houston, TX 77013",217000,Single family residence,3,1752,36,32,65,77013
404,77,"14826 Saint Cloud Dr, Houston, TX 77062",289900,Single family residence,3,1707,14,0,36,77062
405,0,"13514 Leedwick Dr, Houston, TX 77041",350000,Single family residence,5,2959,19,0,28,77041
406,82,"2714 Owens Cross Dr, Houston, TX 77067",245000,Single family residence,3,1931,29,38,42,77067
407,0,"1722 Dominic Ln, Houston, TX 77049",319900,Single family residence,4,1896,16,0,28,77049
408,77,"16514 Brook Forest Dr, Houston, TX 77059",699900,Single family residence,5,4502,9,0,57,77059
409,0,"8803 Ballinger Dr, Houston, TX 77064",599000,Single family residence,5,3680,10,0,27,77064
410,77,"1323 New Cedars Dr, Houston, TX 77062",285000,Single family residence,3,2204,31,0,35,77062
411,72,"733 W 21st St B, Houston, TX 77008",585000,Single family residence,3,2374,80,42,56,77008
412,34,"13311 Rain Lily Ln, Houston, TX 77083",245000,Single family residence,3,1788,43,45,53,77083
413,5,"5824 Willow Glen Dr, Houston, TX 77033",100000,Single family residence,3,1181,54,44,44,77033
414,23,"9934 Woodwick St, Houston, TX 77016",149500,Single family residence,3,1083,11,34,33,77016
415,0,"18046 Bambriar Dr, Houston, TX 77090",375000,Single family residence,5,2732,1,0,26,77090
416,70,"3226 Enclave Ln, Houston, TX 77077",519900,Single family residence,4,3910,60,32,53,77077
417,82,"714 Kahlden Ct, Houston, TX 77079",695000,Single family residence,4,3798,19,26,52,77079
418,0,"14535 Overland Hollow Dr, Houston, TX 77069",270000,Single family residence,3,1415,37,31,40,77069
419,39,"7631 White Fir Dr, Houston, TX 77088",289999,Single family residence,4,2565,5,32,27,77088
420,0,"4126 Surreydon Dr, Houston, TX 77014",259500,Single family residence,3,2081,47,26,35,77014
421,30,"999 Saint Clair St, Houston, TX 77088",238990,Single family residence,3,1298,38,45,39,77088
422,32,"13371 Indianapolis St A, Houston, TX 77015",109000,Ranch,1,670,59,34,49,77015
423,70,"14102 Swiss Hill Dr, Houston, TX 77077",368000,Single family residence,3,2762,27,28,42,77077
424,74,"5754 Braesheather Dr, Houston, TX 77096",415000,Single family residence,4,2281,46,40,58,77096
425,0,"5631 Azores, Houston, TX 77091",355900,Single family residence,3,1735,4,29,26,77091
426,0,"5635 Azores, Houston, TX 77091",359900,Single family residence,3,1735,4,29,26,77091
427,72,"1308 W 25th St UNIT C, Houston, TX 77008",460000,Single family residence,3,1936,24,36,54,77008
428,0,"5630 Azores, Houston, TX 77091",355900,Single family residence,3,1735,4,29,26,77091
429,77,"1502 Saxony Ln, Houston, TX 77058",294900,Ranch,3,1765,50,0,42,77058
430,45,"5139 Danfield Dr, Houston, TX 77053",210000,Single family residence,5,3080,25,30,34,77053
431,0,"13615 Paxton Dr, Houston, TX 77014",206000,Single family residence,3,1050,9,0,27,77014
432,0,"17817 Glenmark Dr, Houston, TX 77084",160000,Single family residence,2,957,49,0,51,77084
433,16,"242 Sulky Trail St, Houston, TX 77060",214000,Single family residence,4,1538,58,40,44,77060
434,31,"2120 Alabama St, Houston, TX 77004",344900,Single family residence,4,2145,77,56,81,77004
435,68,"10706 Bordley Dr, Houston, TX 77042",699900,Single family residence,4,3247,30,34,53,77042
436,0,"4214 Browns Forest Dr, Houston, TX 77084",370000,Single family residence,4,2607,13,0,31,77084
437,76,"6150 Chevy Chase Dr, Houston, TX 77057",775000,Single family residence,4,3192,61,44,48,77057
438,49,"8125 Fuqua Ct, Houston, TX 77075",275000,Single family residence,3,1569,39,0,38,77075
439,0,"15918 Colonial Bridge Ln, Houston, TX 77073",219900,Single family residence,3,1338,5,27,26,77073
440,15,"1127 Hammock St, Houston, TX 77009",319000,Single family residence,3,1266,74,64,61,77009
441,62,"903 Lehman St, Houston, TX 77018",444900,Single family residence,3,1951,42,44,40,77018
442,62,"903 Lehman St F, Houston, TX 77018",444900,Single family residence,3,1951,42,44,40,77018
443,62,"4783 Summit St, Houston, TX 77018",439900,Single family residence,3,1732,45,48,49,77018
444,68,"2110 Hickory Lawn Dr, Houston, TX 77077",325000,Single family residence,4,2552,49,42,54,77077
445,72,"1225 Nicholson St, Houston, TX 77008",1050000,Single family residence,3,2404,80,42,61,77008
446,43,"11014 Leitrim Way, Houston, TX 77047",155000,Ranch,2,1642,24,39,47,77047
447,3,"7828 Pardee St, Houston, TX 77028",295000,Single family residence,3,1364,14,28,22,77028
448,0,"2822 Youpon Lake Ct, Houston, TX 77084",300000,Single family residence,4,2368,30,0,57,77084
449,45,"4303 Tidewater Dr, Houston, TX 77045",160000,Single family residence,4,2222,34,31,49,77045
450,21,"6306 Jefferson St, Houston, TX 77023",629900,Single family residence,3,2151,60,47,61,77023
451,85,"2721 Maxroy St, Houston, TX 77007",649900,Single family residence,4,2675,29,39,37,77007
452,37,"4512 Old Yale St B, Houston, TX 77018",409900,Single family residence,3,1541,54,47,71,77018
453,14,"6410 Tam O Shanter Ln, Houston, TX 77036",435000,Single family residence,4,3329,64,48,53,77036
454,80,"3502 Tree Ln, Humble, TX 77339",421900,Single family residence,5,3225,20,0,47,77339
455,82,"12915 Memorial Dr, Houston, TX 77079",600000,Single family residence,3,2419,75,33,52,77079
456,32,"12531 Orleans St, Houston, TX 77015",199900,Single family residence,3,1534,59,32,46,77015
457,0,"1910 Windy Peaks Ct, Houston, TX 77067",250000,Single family residence,3,2861,8,0,29,77067
458,2,"7209 Sayers St, Houston, TX 77016",314400,Single family residence,3,1611,29,43,38,77016
459,0,"8906 Sable Terrace Ln, Houston, TX 77044",340000,Single family residence,4,2063,42,0,35,77044
460,0,"17831 Butte Creek Rd, Houston, TX 77090",314900,Single family residence,4,2467,11,0,30,77090
461,33,"202 Ogilvie St, Houston, TX 77017",489900,Single family residence,5,3300,32,23,34,77017
462,0,"12715 Watercress Park, Houston, TX 77041",384900,Single family residence,4,2700,28,0,33,77041
463,35,"12030 E Circle Dr, Houston, TX 77071",599999,Single family residence,4,4875,14,45,29,77071
464,0,"4711 Theall Rd, Houston, TX 77066",249000,Single family residence,4,2330,66,33,49,77066
465,77,"18210 Caprice Ln, Houston, TX 77058",359900,Single family residence,3,2065,44,0,35,77058
466,0,"11923 Greensbrook Forest Dr, Houston, TX 77044",160000,Single family residence,3,1080,3,0,29,77044
467,0,"12223 Drifting Pine Ct, Houston, TX 77066",244000,Single family residence,3,2093,13,34,41,77066
468,83,"16022 Coco Shores Ct, Houston, TX 77044",314900,Single family residence,3,2206,3,0,28,77044
469,0,"16006 Garden Hill Ln, Houston, TX 77095",350000,Single family residence,4,2421,19,0,35,77095
470,82,"655 Langwood Dr, Houston, TX 77079",450000,Single family residence,5,2791,46,30,70,77079
